"","primary_drug_concept_id_list","secondary_drug_concept_id_list","excluding_drug_concept_id_list","regimen_concept_id","regimen_name"
"994","1318011","","955632;1311078;1314273;1314924;1315411;1315942;1337620;1344354;1366689;1367268;1378382;1388796;1395557;1397141;1518254;1551099;19012585;19100985;40168303",35805078,"Oxaliplatin monotherapy"
"995","1397599","19078187","1305058;1310317;1311078;1311443;1314273;1314924;1329241;1338512;1344354;1350504;1354698;1378382;1389036;1518254;19008264",35804538,"Cisplatin and Ifosfamide"
"996","19012585","1551099;1311799;1308290","1304107;1305058;1310317;1311078;1314273;19136750",35804033,"DOLP"
"997","1311078","","794068;903643;955632;1301267;1304107;1304850;1305058;1308290;1309188;1310317;1311799;1314273;1314865;1318011;1326481;1329241;1337651;1338512;1344905;1350066;1350504;1355795;1358436;1363387;1380068;1391846;1394023;1395557;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1551860;1594003;19002912;19008336;19009705;19011440;19012585;19015523;19017810;19024728;19051599;19051649;19054821;19054825;19057483;19068830;19078097;19078187;19128219;19136750;19137385;35604205;36879099;40167582;40175460;42799711;43013182;45775576;46221435",35803477,"LoDAC"
"998","1338512","19008264","1305058;1308290;1310317;1311409;1314273;1314924;1329241;1350504;1351779;1390051;1391846;1394337;1397599;1506270;1550557;1551099;19136210;40241969",35805848,"Doxorubicin and Vinblastine"
"999","1367268","40168303;955632","1315411;1318011;1397141",35102008,"FOLFIRI (L-Leucovorin)"
"1000","1389036","","955632;1314924;1337620;1338512;1344354;1344905;1367268;1388796;1397599;19008264;19008336;19078187;43008996",35804765,"Intraperitoneal hyperthermic mitomycin"
"1001","1397599","1314924;1518254","1314273;1326481",35803704,"GDP"
"1002","1344905","19078187;1354698;1350504","1314273;19026972;40167582",35805126,"ICE"
"1003","1518254","1380068","1379969",35806338,"DEX-IFN"
"1004","19078097","1311078","903643;1304107;1304850;1305058;1309188;1314273;1337651;1350504;1363387;1391846;1395557;1436650;1437379;1551860;19009705;19054821;19128219;46221435",35803543,"SHAI"
"1005","1338512","1305058;1397599;19078187;1354698","",35806472,"MAPI"
"1006","1338512","1311443;19078187;1310317;1350504;1308290","1367268",35805448,"VACA/IE"
"1007","19137042","1551099;1310317","1314273;1350504;1351779",35804522,"TCP"
"1008","1338512","1305058;19078187;1314273;1311078;1310317;1350504;1308290","1518254;1551099;19008336;19136750",35804381,"R-CODOX-M/R-IVAC"
"1009","1333357","1310317","1395557;19137385",35803610,"BuCyTBI"
"1010","35605744","1301267;1336825;1551099","",35806282,"Dara-VMP"
"1011","1341149","","1305058;1314273;1337620;1367268;1391846;1397141;19137042;46221699",35803687,"Temozolomide and RT, then Temozolomide"
"1012","1333379","903643;1311799","",35803554,"Arsenic trioxide, then ATRA and Daunorubicin"
"1013","19031224","1314273;1310317","",35804595,"PCR"
"1014","19092845","","1314273;19015523",35804432,"Temsirolimus monotherapy"
"1015","35604205","","1311078;1314273;1314865;19024728;44507676;44507848",35804617,"Venetoclax monotherapy"
"1016","1387104","1397599;1337620","",35805363,"CX and Trastuzumab"
"1017","1522957","1380068","",35806386,"Octreotide and Interferon alfa"
"1018","1338512","1314273;1551099;1310317;1350504;1308290","1305058;1311078;1518254;19008336;19078187;19136750",35804406,"R-CHOEP-14"
"1019","1338512","1518254;1308290","1301267;1304107;1305058;1310317;1311078;1314273;1326481;1329241;1336825;1350066;1350504;1358436;1390051;1397599;1436650;1437379;1506270;1551099;1760616;19008336;19011440;19012585;19078187;19136750;43013182",35806264,"VAD"
"1020","1338512","1760616;1551099;1518254;1308290","",35806298,"VAD-P/Q"
"1021","1337620","","793846;955632;1304044;1314924;1315411;1315942;1318011;1325363;1341149;1344354;1344905;1359548;1363387;1367268;1378382;1387104;1389036;1397141;1397599;19025348;19100985;42801287",35806897,"Capecitabine/Capecitabine and RT"
"1022","1305058","1308290","794068;955632;1304107;1309188;1310317;1311078;1311799;1314273;1326481;1329241;1338512;1344905;1350504;1351779;1358436;1394023;1394337;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008336;19011440;19012585;19051649;19078187;19136750;40175460;43013182",35804059,"Methotrexate and Vincristine"
"1023","1338512","19137042;1518254","1301267;1310317;1336825;1350504;1397599",35806293,"TAD (Thalidomide)"
"1024","1314273","1310317;19054825","",35804596,"RCC"
"1025","19051649","1314273;1551099;1310317;1308290","",35805038,"R-CDOP"
"1026","19078187","1314924","1343346;1397599;1550557",35806435,"Ifosfamide and Gemcitabine"
"1027","1338512","1315942;1310317","",35804219,"TAC (Taxotere)"
"1028","1338512","1378382;1310317","",35101507,"AC-T"
"1029","1344905","1397141;1304919","",35806409,"Carboplatin, Pemetrexed, Bevacizumab"
"1030","1314273","1395557","1309188;1310317;1311078;1312706;1318011;1333357;1518254;19015523;19068830",35804624,"FR"
"1031","1350066","19068830;1301267;1314273;1311078;1350504","",35805051,"Z-BEAM, then auto HSCT"
"1032","1500211","","955632;1310317;1338512;1436678",35804360,"Medroxyprogesterone monotherapy"
"1033","1309188","1350504","903643;1308290;1310317;1311078;1329241;1350066;1351779;1354698;1437379;1550557;1551099;19008264;19078097;19078187",35803490,"Etoposide and Mitoxantrone"
"1034","1338512","1551099;19051642;1310317;1308290","",35806640,"DD-CHOP"
"1035","46275491","","",35804820,"Sonidegib monotherapy"
"1036","1318011","1314924","955632;1314273;1367268;1378382;1388796;1397141;19012585",35804559,"GemOx"
"1037","40241969","45892628","",35805828,"Brentuximab vedotin and Nivolumab"
"1038","1436678","","955632;1300978;1301267;1305058;1310317;1311409;1338512;1366310;1387104;1397599;1500211;1503057;1511449;1550557;1551099;1592911;19011440;43525787",35805799,"Tamoxifen acid monotherapy"
"1039","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35804010,"Melphalan and TBI"
"1040","19136210","1309161","",35803587,"Mitotane and Streptozocin"
"1041","1338512","1305058;955632","1308290;1310317;1311078;1551099",35805688,"FAMTX"
"1042","19078187","1314273;1350504","1305058;1308290;1310317;1311078;1338512;1344905;1354698;1397599;1518254;1551099;19008336;19026972;19051649;19136750",35805043,"R-IFE"
"1043","1436650","1551099","1305058;1308290;1338512;19012585",35804094,"Mercaptopurine and Prednisone"
"1044","1338512","1329241;1551099;1310317;1351779;1350504;1308290","",35805808,"BEACOPP"
"1045","1338512","1329241;19008264;1311409","1308290;1310317;1314273;1351779;1394337;1506270;1551099",35805813,"ABVD, DD-DI"
"1046","1367268","1341149","46221699",35805455,"Irinotecan and Temozolomide"
"1047","1301267","1551099;42873638","",35802851,"KMP"
"1048","1350066","1397599;1311409","1309770;1380068",35806144,"CDB"
"1049","19015523","1314273","1311078;1336825;1395557;1396729;19026972;19092845;44507848;45776944",35804570,"BR"
"1050","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35807524,"DA 3 plus 10"
"1051","1437379","","903643;1305058;1308290;1309188;1310317;1311078;1311799;1326481;1338512;1350504;1436650;1518254;1551099;19012585;19078097",35807170,"Thioguanine monotherapy"
"1052","1551099","1350504","1305058;1308290;1309188;1310317;1311078;1314273;1329241;1337651;1338512;1344905;1350066;1351779;1390051;1394337;1518254;19008264;19008336;19078187;19136750;19137042;35197850",35805981,"Etoposide and Prednisone"
"1053","19009705","1311078;1304850;1395557","19078097",35803501,"FLAG"
"1054","1367268","1341149;46221699","",35806378,"Irinotecan, Temozolomide, Dinutuximab"
"1055","1387104","1314924","",35101949,"Gemcitabine and Trastuzumab"
"1056","1315942","1310317","1338512;1387104",35804232,"TC (Taxotere)"
"1057","1311409","19086176","",35806141,"BCG and Dacarbazine"
"1058","1338512","1397599;1310317;1308290","1311078;1314273;1350504;1518254;1551099",35807046,"ADOC"
"1059","1397599","955632","1314924;1315411;1315942;1337620;1344354;1350504;1377141;1378382;1387104;1388796;1389036;1397141;19051649;19100985",35803672,"Cisplatin, Fluorouracil, RT"
"1060","19015523","19026972;1314273","",35805037,"R-BL"
"1061","1329241","1305058;19008264","",35805777,"Bleomycin, Methotrexate, Vinblastine/RT"
"1062","1437379","1311078;1310317;1311799;1518254;1350504;1308290","",35804054,"International ALL Trial"
"1063","1343346","","1309188;1314273;1314924;1315411;1344354;1344905;1354698;1378382;1387104;1397141;1397599;1550557;1551099;19015523;19051649;19078187",35804241,"Vinorelbine monotherapy"
"1064","1338512","1310317","955632;1301267;1304107;1305058;1308290;1311078;1311409;1311443;1312706;1314273;1315942;1326481;1329241;1336825;1344905;1350066;1350504;1351779;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35804199,"AC"
"1065","1389036","","955632;1314924;1337620;1338512;1344354;1344905;1367268;1388796;1397599;19008264;19008336;19078187;43008996",35804136,"Mitomycin monotherapy"
"1066","1550557","","1301267;1305058;1308290;1309188;1310317;1311078;1311799;1314273;1314924;1315942;1326481;1329241;1336825;1338512;1343346;1344354;1344905;1350504;1351779;1390051;1394023;1436650;1436678;19008264;19012585;19015523;19078187;19137042",35803431,"Prednisolone monotherapy"
"1067","1437379","19078097;1311078;903643;1309188;1350504","",35803563,"Cytarabine and Idarubicin, then Etoposide and Mitoxantrone, then Cytarabine, Idarubicin, Thioguanine, with ATRA"
"1068","1380068","","1304107;1309770;1310317;1311078;1311409;1338512;1350066;1379969;1397599;1503501;1518254;1522957;1551099;1710612;1714165;19008264;19136750;19137042",35804639,"Interferon alfa-2b and DLI"
"1069","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804783,"OXAFAFU"
"1070","19026972","35604032;1518254","",35806314,"Elo-Rd"
"1071","1551099","1308290","955632;1301267;1304107;1305058;1309188;1310317;1311078;1311409;1311799;1312706;1314273;1314865;1326481;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1358436;1390051;1391846;1394337;1397599;1436650;1437379;1518254;1593155;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;35197850;40167582;44507676",35804035,"Vincristine and Prednisone"
"1072","1387104","","955632;1310317;1314924;1315942;1315946;1337620;1338512;1343346;1344354;1344905;1348265;1359548;1378382;1397141;1397599;1436678;42801287",35804222,"Trastuzumab monotherapy"
"1073","1344905","1325363;1314924","",35806426,"Carboplatin and Gemcitabine/Erlotinib"
"1074","1344905","","955632;1304919;1305058;1308290;1310317;1311078;1314273;1314924;1315411;1315942;1325363;1329241;1337620;1338512;1343346;1344354;1350504;1354698;1367268;1378382;1387104;1389036;1397141;1397599;1518254;1550557;1551099;19008336;19026972;19051649;19078187;19136750;19137385;35197850;40167582;40238188;42629079;42801287;45775965;45892579",35804530,"Carboplatin and RT"
"1075","1518254","45775965;43014237","",35806355,"Pomalidomide, Dexamethasone, Pembrolizumab"
"1076","1310317","","794068;955632;1301267;1304107;1305058;1308290;1309188;1311078;1311409;1311443;1311799;1312706;1314273;1314924;1315942;1326481;1329241;1333357;1336825;1337651;1338512;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1380191;1387104;1388796;1391846;1394337;1395557;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1525866;1550557;1551099;1593155;19002912;19008264;19008336;19011440;19012585;19026972;19031224;19051642;19051649;19054821;19054825;19054997;19068830;19078097;19078187;19086176;19136750;19137042;19137385;21017157;35197850;40167582;40175460;40241969;42873638;42874135;43013182;43014237;44507676",35803690,"Cyclophosphamide monotherapy"
"1077","1311078","","794068;903643;955632;1301267;1304107;1304850;1305058;1308290;1309188;1310317;1311799;1314273;1314865;1318011;1326481;1329241;1337651;1338512;1344905;1350066;1350504;1355795;1358436;1363387;1380068;1391846;1394023;1395557;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1551860;1594003;19002912;19008336;19009705;19011440;19012585;19015523;19017810;19024728;19051599;19051649;19054821;19054825;19057483;19068830;19078097;19078187;19128219;19136750;19137385;35604205;36879099;40167582;40175460;42799711;43013182;45775576;46221435",35803544,"Vosaroxin and Cytarabine"
"1078","975125","985708","989482",35806852,"Ketoconazole and Hydrocortisone"
"1079","1338512","1305058;1310317;1351779","1308290;1350504;1394337;1551099",35806433,"CAMP"
"1080","1344905","1397141;1350504","",35806942,"Carboplatin, Etoposide, Bevacizumab"
"1081","1338512","1329241;1314273;19008336;1551099;1310317","",35805027,"ACVBP-R"
"1082","1344354","19008336;1551099;1310317","",35805090,"CEEP"
"1083","1338512","19078187","1305058;1308290;1310317;1311078;1311409;1311443;1314273;1329241;1350504;1354698;1367268;1378509;1397599;1518254;1551099;19008336;19136750",35806965,"Doxorubicin and Ifosfamide"
"1084","1389888","","40166461",35804812,"Bexarotene monotherapy"
"1085","1338512","1311078;1308290;1550557","",35803529,"Cytarabine, Doxorubicin, Vincristine, Prednisolone"
"1086","1350066","1301267;1311078;1350504","1314273;1518254;19068830",35805837,"Mini-BEAM"
"1087","1397141","42629079","1344905;1378382",35806408,"Atezolizumab and Bevacizumab"
"1088","1318011","1397141;1366689","",35101262,"SOX and Bevacizumab"
"1089","1344905","1378382;1337620","",35805343,"Capecitabine, Carboplatin, Paclitaxel, RT"
"1090","792764","","",35804606,"Acalabrutinib monotherapy"
"1091","40222444","","",35804178,"Denosumab monotherapy"
"1092","1397599","1304919","1397141;45775965",35806173,"Cisplatin and Pemetrexed"
"1093","1397599","1311078;1518254","1305058;1308290;1310317;1314273;1338512;1350504;1551099;19078187;40167582",35805831,"DHAP - time intensified"
"1094","1377141","","955632;1304107;1311409;1315942;1350066;1397599",35804628,"Hydroxyurea and Interferon alfa"
"1095","44506771","","",35804085,"Aminopterin monotherapy"
"1096","1312706","1314273","1310317;1395557",35804607,"Alemtuzumab and Rituximab"
"1097","19012585","1314273;1551099;1310317;1311799;1308290","",35804043,"Cyclophosphamide, Daunorubicin, L-Asparaginase, Vincristine, Prednisone, Rituximab"
"1098","1341149","","1305058;1314273;1337620;1367268;1391846;1397141;19137042;46221699",35803684,"RT, then Temozolomide"
"1099","1301267","1311078","1314273;1350066;1350504;1518254;19015523;19068830;36879099",35806084,"TAM6, then auto HSCT"
"1100","1338512","1314273;1310317;1350504;1550557","",35805636,"R-CHVP plus I"
"1101","1338512","1336825;1518254","1301267;1308290;1310317;1314273;1350504;1390051;1397599;19137042",35806269,"PAD"
"1102","19051649","19137042;1518254;1308290","",35806295,"TVAD doxil"
"1103","1305058","1314273;1311078","1308290;1310317;1338512;1350504;1397599;1518254;1551099;19008336;19051649;19078187;19136750;19137385;40175460",35804412,"Cytarabine, Methotrexate, Rituximab"
"1104","1314273","1310317;1518254","1305058;1308290;1311078;1336825;1338512;1350504;1397599;1551099;19008336;19078187;19136750;40175460",35807168,"DRC"
"1105","1344905","1397141;1314924","",35806482,"Carboplatin, Gemcitabine, Bevacizumab"
"1106","1333357","","1301267;1310317;1314273;1395557;19068830;19137385",35804638,"Busulfan monotherapy"
"1107","40167554","","1378382",35805690,"Pazopanib monotherapy"
"1108","1329241","19008264","1305058;1308290;1309188;1310317;1311409;1314273;1338512;1344354;1350504;1351779;1390051;1391846;1394337;1397599;1506270;1550557;1551099;19136210",35807027,"Bleomycin and Vinblastine"
"1109","46221433","","19011440",35805795,"Lenvatinib monotherapy"
"1110","1397599","1315411;1337620","",35805362,"CX-C"
"1111","1551099","40239056","",35806848,"Abiraterone and Prednisone"
"1112","35604205","1311078","",35803478,"LoDAC and Venetoclax"
"1113","1312706","1395557","1301267;1310317;1314273",35804609,"FluCam"
"1114","1308290","","794068;955632;1301267;1304107;1305058;1309188;1310317;1311078;1311409;1311443;1311799;1312706;1314273;1314865;1314924;1326481;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1358436;1367268;1378509;1390051;1391846;1394023;1394337;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1593155;1760616;19002912;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;19137042;35197850;40167582;40175460;43013182;43533115;44507676",35807043,"Vincristine monotherapy"
"1115","1338512","1551099;1310317;1308290","955632;1301267;1305058;1311078;1311409;1312706;1314273;1329241;1336825;1344905;1350066;1350504;1351779;1394337;1397599;1518254;1593155;19008264;19008336;19011440;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;44507676",35805092,"CHOP Modified"
"1116","1318011","1397141","955632;1314924;1337620;1366689;1367268;1388796;40168303",35807025,"Oxaliplatin and Bevacizumab"
"1117","1333379","1390051","",35806094,"Arsenic trioxide and Chlorambucil"
"1118","1314273","19137042;1551099;1310317;1351779;1350504","",35806098,"RT-PEPC"
"1119","1388796","","955632;1305058;1310317;1314924;1315411;1315942;1318011;1350504;1367268;1389036;1389464;1397141;1397599;19100985;35603068;40244266;44818489",35804759,"Tegafur, Uracil, Folinic acid"
"1120","1338512","1305058;1551099;19008264","",35805806,"VAMP (Methotrexate)"
"1121","1338512","19078187;1378509;1310317;1350504;1308290","",35805456,"TC, then IE, VDoxoC, VEC"
"1122","1301267","1310317;1308290;1550557","",35806336,"mCOP/MP"
"1123","1390051","","1305058;1308290;1309188;1311443;1314273;1329241;1333379;1336825;1338512;1350504;1351779;1397599;1518254;1550557;1551099;19008264;40167582;44507676",35804622,"Chlorambucil monotherapy"
"1124","1318011","1388796;1367268;955632","1314924",35807526,"FOLFIRINOX/modified FOLFIRINOX plus /- Chemoradiation"
"1125","1305058","1388796;1310317;955632","",35804330,"CMFL"
"1126","1338512","1551099;1310317;1350504;1308290","1305058;1311078;1314273;1329241;1344905;1351779;1394337;1518254;19008336;19078187;19136750;35197850",35803697,"CHOEP-14"
"1127","1397599","1344354;1314924;955632","",35806593,"PEFG"
"1128","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35806058,"Melphalan, then auto HSCT"
"1129","1378382","1314924","1318011;1344905;1397599",35804567,"Gemcitabine and nab-Paclitaxel"
"1130","1344905","1338512;1389036;1344354","",35805790,"TACE"
"1131","19068830","1333357;1314273;1395557","",35803625,"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan"
"1132","19078097","1311078","903643;1304107;1304850;1305058;1309188;1314273;1337651;1350504;1363387;1391846;1395557;1436650;1437379;1551860;19009705;19054821;19128219;46221435",35803526,"7 plus 5i"
"1133","1311078","1594003","1311799",35803510,"HiDAC and Midostaurin"
"1134","1305058","1314273;1551099;1310317;1308290","1311078;1338512;1350504;1518254;19008336;19078187;19136750",35804372,"BASIC"
"1135","1397599","1344354;1337620","",35805337,"ECX"
"1136","1338512","1397599;1310317;1368823","",35806493,"CHAD"
"1137","19137385","","955632;1305058;1310317;1311078;1314273;1333357;1344354;1344905;1350066;1395557",35804140,"Thiotepa monotherapy"
"1138","19137042","1336825;1551099","1301267",35806290,"VTP"
"1139","1314273","19137042","1310317;1350504;1351779;1551099",35807169,"Thalidomide and Rituximab"
"1140","19011440","1314273","1336825",35805076,"Everolimus and Rituximab"
"1141","1315942","44818489","",35804163,"Docetaxel and Ramucirumab"
"1142","1391846","1351779;1308290","1551099",35803682,"PCV"
"1143","1397599","40167582;1311078;1518254","",35805052,"O-DHAP"
"1144","1338512","1314273;1311078;1551099;1310317;1308290","1305058;1350504;1397599;1518254;19008336;19078187;19136750",35806083,"maxi-R-CHOP/R-HiDAC"
"1145","1326481","1311078;1436650;1310317;1308290","19002912",35806978,"Cyclophosphamide, Cytarabine, Mercaptopurine, Pegaspargase, Vincristine"
"1146","19015523","40241969","",35805829,"BVB"
"1147","1314273","1336825;1518254","1308290;1310317;1338512;1390051",35806096,"BDR"
"1148","19042545","","",35806491,"Treosulfan monotherapy"
"1149","1338512","955632","1301267;1305058;1308290;1310317;1311078;1389036;1397141;1500211;1551099;19086176;19136210",35805796,"TACE, then 5-FU"
"1150","19136210","955632","1338512",35806380,"Fluorouracil and Streptozocin"
"1151","1311443","19078187;1308290","1310317;1338512;1350504;1367268",35805452,"VAI"
"1152","1338512","1378382;1310317","",35101978,"ddAC-T"
"1153","1338512","","955632;1301267;1304107;1305058;1308290;1309161;1310317;1311078;1311409;1311443;1312706;1314273;1314924;1315942;1326481;1329241;1336825;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1389036;1390051;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;1718346;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19132890;19136210;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35804134,"Doxorubicin monotherapy"
"1154","1338512","1397599","1301267;1305058;1308290;1309161;1310317;1311078;1311443;1314273;1329241;1336825;1350504;1354698;1368823;1378382;1518254;1551099;19008264;19078187;19137042",35804819,"Cisplatin and Doxorubicin"
"1155","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803521,"7 plus 3d (low-dose)"
"1156","1338512","1315942","1310317",35804244,"AT (Taxotere)"
"1157","1311078","","794068;903643;955632;1301267;1304107;1304850;1305058;1308290;1309188;1310317;1311799;1314273;1314865;1318011;1326481;1329241;1337651;1338512;1344905;1350066;1350504;1355795;1358436;1363387;1380068;1391846;1394023;1395557;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1551860;1594003;19002912;19008336;19009705;19011440;19012585;19015523;19017810;19024728;19051599;19051649;19054821;19054825;19057483;19068830;19078097;19078187;19128219;19136750;19137385;35604205;36879099;40167582;40175460;42799711;43013182;45775576;46221435",35803435,"HiDAC"
"1158","1301267","955632","1338512;1436678",35804346,"PF"
"1159","1311078","1311799;1363387","",35803511,"7 plus 3d and Sorafenib"
"1160","1397599","1436678;1311409","",35806146,"Cisplatin, Dacarbazine, Tamoxifen"
"1161","1338512","1329241;1305058;1310317;1350504;1308290;1550557","",35805106,"PACEBOM"
"1162","43012292","","1325363",35805797,"Cabozantinib monotherapy"
"1163","1344354","1310317;1308290","1314273;1550557;1551099",35806956,"CEV (Cyclophosphamide/Epirubicin)"
"1164","1503501","","1380068",35806382,"Lanreotide monotherapy"
"1165","1397141","1315946","",35804286,"Letrozole and Bevacizumab"
"1166","1338512","1329241;1551099;1310317;1351779;1308290","1311409;1350504;19008264",35805088,"CAP-BOP"
"1167","1305058","1551099;1310317;955632;1308290","1311078;1338512",35804335,"CMFVP"
"1168","19051649","1336825;1518254","1310317",35806277,"PAD doxil"
"1169","46221435","19026972;1518254","",35806328,"FRD"
"1170","1305058","1351779;1308290","1310317;1314273;1338512;1350504;1394337;1551099",35804421,"MPV"
"1171","1389036","1397599;19008336","",35806432,"MVP and RT"
"1172","1329241","1305058;1397599;1308290","",35805778,"CABO"
"1173","1318011","19100985;1337620","",35804791,"CapeOx and Panitumumab"
"1174","1349025","1315942","",35806839,"ADT, Docetaxel, Estramustine"
"1175","1338512","1310317;1350504","1301267;1305058;1308290;1311078;1311443;1314273;1329241;1336825;1344905;1351779;1367268;1378509;1394337;1397599;1518254;1550557;1551099;19008336;19078187;19136750;19137042;35197850",35805049,"ACE"
"1176","21017157","1310317","",35804254,"MC"
"1177","1338512","1314273;1551099;1310317;1350504;1308290","1305058;1311078;1518254;19008336;19078187;19136750",35805754,"R-EPOCH, dose-escalated"
"1178","1305058","19012585;1518254","1308290;1310317;1311078;1338512;1350504;1354698;1436650;1437379;19078187",35805469,"AspaMetDex"
"1179","19012585","1311078;1311799;1518254;1308290","",35804088,"Cytarabine, Daunorubicin, L-Asparaginase, Vincristine, Dexamethasone"
"1180","1594034","","",35804164,"Durvalumab monotherapy"
"1181","40166461","1389888","",35804813,"Bexarotene and Pralatrexate"
"1182","1378382","1366689","",35805684,"Paclitaxel and S-1"
"1183","1378382","955632","1397599",35805331,"Fluorouracil, Paclitaxel, RT"
"1184","1338512","1305058;1311078;1310317;1308290","955632;1304107;1314273;1329241;1350504;1358436;1436650;1437379;1506270;1518254;1551099;19008336;19011440;19012585;19078187;19136750;43013182",35805086,"ACOMLA"
"1185","1338512","1329241;1551099;19008264;1311409;1351779;1394337;1308290","",35805852,"MOPP/ABVD"
"1186","1344354","1310317","955632;1305058;1308290;1314273;1329241;1350504;1378382;1387104;1391846;1397141;1397599;1550557;1551099;19008264;19008336;19137385",35804211,"EC"
"1187","1314865","","1308290;1311078;1311799;1337651;1363387;1551099;19026972;35604205;42799711",35803465,"Azacitidine monotherapy"
"1188","1397599","1344354;1310317;1350504","1391846",35806960,"PCDE"
"1189","1378382","1305058;1397599;19078187","",35807019,"M-TIP"
"1190","1436678","","955632;1300978;1301267;1305058;1310317;1311409;1338512;1366310;1387104;1397599;1500211;1503057;1511449;1550557;1551099;1592911;19011440;43525787",35804221,"Tamoxifen monotherapy"
"1191","1397599","19008336;1311409","",35806126,"CVD (Vindesine)"
"1192","1387104","1344354;1310317","955632",35804298,"ECH"
"1193","1314865","19026972","",35804643,"Azacitidine and Lenalidomide"
"1194","1592911","1304044","",35804285,"Fulvestrant and Ribociclib"
"1195","1378382","1314273;1378509","",35805084,"TTR"
"1196","1337651","","1310317;1311078;1314273;1314865;1336825;1350504;1518254;1551099;19026972;19034726;19078097;42799711",35803540,"Vorinostat monotherapy"
"1197","1378382","","793846;955632;1305058;1310317;1311409;1314273;1314924;1318011;1337620;1338512;1343346;1344354;1344905;1350504;1359548;1366689;1378509;1387104;1397141;1397599;19078187;40167554;40238188;42629079;42801287;43525787;43533090;44818489;45775965;45892579",35804209,"Paclitaxel monotherapy, dose-dense (q2wk)"
"1198","793797","","",35803518,"Enasidenib monotherapy"
"1199","1338512","1314273;1551099;1310317;1350504;1308290","1305058;1311078;1518254;19008336;19078187;19136750",35805755,"SC-EPOCH-RR"
"1200","1338512","1314273;1551099;1310317;1308290","1305058;1311078;1336825;1350504;1397599;1518254;1593155;19008336;19026972;19078187;19136750",35805031,"R-CHOP-14"
"1201","1397599","19078187;1344354;1354698","",35806466,"Cisplatin, Epirubicin, Ifosfamide"
"1202","1318011","19100985;1388796;955632","",35804794,"FOLFOX4 and Panitumumab"
"1203","1301267","1310317;1518254;1350504","1336825;1338512;1397599;19137042",35805072,"LEED, then auto HSCT"
"1204","1344905","19078187;1350504;1550557","",35805117,"EPIC regimen"
"1205","1555887","","",35804358,"Fluoxymesterone monotherapy"
"1206","42709321","","",35804821,"Vismodegib monotherapy"
"1207","1344354","1343346","",35804251,"Epirubicin and Vinorelbine"
"1208","955632","","1301267;1305058;1308290;1309188;1310317;1311078;1314924;1315411;1315942;1318011;1337620;1338512;1344354;1344905;1350504;1367268;1368823;1377141;1378382;1387104;1388796;1389036;1389464;1397141;1397599;1436678;1500211;1551099;19051649;19086176;19100985;19136210;19137385;35603068;40168303;40244266;44818489",35804534,"Fluorouracil and RT"
"1209","35605744","1336825;1518254","19137042",35806312,"Dara-Vd"
"1210","1338512","1329241;1551099;19008264;1310317;1351779;1308290","1311409",35805814,"C-MOPP/ABV"
"1211","1397599","19078187;1518254;1350504","1305058;1311078;1314273",35805121,"VIPD"
"1212","1338512","1305058;19078187;1314273;1311078;1310317;1518254;1350504;1308290","1551099;19008336;19136750",35804373,"CALGB 10-002 regimen"
"1213","1522957","","1380068;1551099;19011440;44816340",35806384,"Octreotide monotherapy"
